DAUID,material_deprivation,residential_instability,dependency,ethnic_concentration,patient_volume_2021
35010401,-1.1004029623990694,-0.6872188930494367,-0.6833779175396113,-1.2159491194400913,0.0
35010402,-0.7553712173628293,-0.5943397868440592,-0.1135907791784996,-0.487902891704849,0.0
35010403,0.20181866552479386,-0.09596544363802535,0.3591941915894792,-1.1276751234802957,0.0
35010404,-1.0008759332140222,0.22281576160682137,1.7218062012924158,-1.2415475194431997,0.0
35010405,-0.6488518722072332,-0.37828683520429945,-0.28480319412512445,-0.747052628039724,0.0
35010406,-0.20133570419606095,-0.16057517859063924,0.5739071415101633,-1.213680398534593,0.0
35010407,,,,,0.0
35010408,,,,,0.0
35010409,-0.023042993858244612,-0.0852396306566943,-0.11609676960403373,-1.321485338744626,0.0
35010410,-0.04590415206599997,-0.39040769591447455,0.03718217590996017,-1.6667949165960212,0.0
35010411,0.0897943488635509,-0.22338482862844167,0.386236900060127,-1.1025926036924671,0.0
35010412,-0.11044340565892447,-0.46692188932327394,-0.08301680117850119,-1.227098258536162,0.0
35020064,-0.9056273308267644,-0.31080025340692297,-0.16240058461653126,-0.5423748818472766,0.0
35020065,-0.43983369907673436,-0.8150486958065899,0.0952232457150087,-0.9473151086264077,0.0
35020066,-0.06490045241096565,0.35995235741053977,0.5428490663504953,-0.6557679899057692,0.0
35020067,0.7037394712300441,1.067985914193791,-0.018058894054114163,-1.2024409486963412,0.0
35020068,1.6168656875650727,1.029275677126565,-0.6107573944220822,-1.1363821299057397,0.0
35020069,0.5652494017481747,1.2411162505857671,0.4844348743261649,-0.8218304233430378,0.0
35020070,-0.5753499836664139,-0.15272997995392198,-0.7360757581134635,-0.7867234180033361,0.0
35020071,0.20718728910425183,0.4287730197502221,0.533883817511648,-0.9505718271142914,0.0
35020072,-0.04338022230710735,-0.6007675742849176,-0.8764972325822492,-0.966282229827183,0.0
35020073,-1.0223181324670463,-0.32302282105759095,-0.3318197929115452,-0.5743856247383226,0.0
35020075,-0.8228929138968248,-0.04842057331643998,-0.6657850218816874,-0.4629005563823725,0.0
35020076,-0.7921544490535942,0.2876229706641667,1.6939969533043706,-0.7291538225200664,0.0
35020077,0.335947478274707,1.4085467954418815,3.129317322596831,-0.5829907668061812,0.0
35020078,-0.821870418999015,-0.3223900718093059,0.3686290460449153,-0.6818896857338225,0.0
35020091,-0.950319785079318,-0.6837716418100537,-0.77831628445908,-0.2336910114936397,0.0
35020092,-1.0319325123562675,-0.5075950233131072,0.6051705319312527,-0.9495081267481862,0.0
